Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106
1645612715,52,22.8000004291,3.2999999523,5.3000001907,3.2000000477,4.3000001907,3.2999999523,3.4000000954
1645612716,53,22.8000004291,3.2999999523,5.3000001907,3.2000000477,4.3000001907,3.2999999523,3.4000000954
1645612717,54,22.8000004291,3.2999999523,5.3000001907,3.2000000477,4.3000001907,3.2999999523,3.4000000954
1645612718,55,23.3000004292,3.2999999523,5.8000001907,3.2000000477,4.4000000954,3.2000000477,3.4000000954
1645612719,56,23.3000004292,3.2999999523,5.8000001907,3.2000000477,4.4000000954,3.2000000477,3.4000000954
1645612720,57,23.3000004292,3.2999999523,5.8000001907,3.2000000477,4.4000000954,3.2000000477,3.4000000954
1645612721,58,23.5000002385,3.4000000954,5.5999999046,3.2000000477,4.4000000954,3.5,3.4000000954
1645612722,59,23.5000002385,3.4000000954,5.5999999046,3.2000000477,4.4000000954,3.5,3.4000000954
1645612723,60,23.5000002385,3.4000000954,5.5999999046,3.2000000477,4.4000000954,3.5,3.4000000954
1645612724,61,25.6999998093,4.0999999046,5.5999999046,3.9000000954,5.1999998093,3.5,3.4000000954
1645612725,62,26.6999998093,5.0999999046,5.5999999046,3.9000000954,5.1999998093,3.5,3.4000000954
1645612726,63,25.8000001907,5.0999999046,5.3000001907,4,4.5999999046,3.4000000954,3.4000000954
1645612727,64,25.8000001907,5.0999999046,5.3000001907,4,4.5999999046,3.4000000954,3.4000000954
1645612728,65,27.0999999047,4.6999998093,7,4,4.5999999046,3.4000000954,3.4000000954
1645612729,66,27.0999999047,4.6999998093,7,4,4.5999999046,3.4000000954,3.4000000954
1645612730,67,28.1999998093,4.6999998093,7,4,5.5999999046,3.4000000954,3.5
1645612731,68,27.8500000239,4.64999985695,6.9500000477,3.85000002385,5.5,3.4000000954,3.5
1645612732,69,27.5000002385,4.5999999046,6.9000000954,3.7000000477,5.4000000954,3.4000000954,3.5
1645612733,70,27.5000002385,4.5999999046,6.9000000954,3.7000000477,5.4000000954,3.4000000954,3.5
1645612734,71,27.9000003339,4.5999999046,6.9000000954,3.7000000477,5.4000000954,3.9000000954,3.4000000954
1645612735,72,27.9000003339,4.5999999046,6.9000000954,3.7000000477,5.4000000954,3.9000000954,3.4000000954
1645612736,73,26.5,4.3000001907,6.0999999046,3.9000000954,4.6999998093,4.0999999046,3.4000000954
1645612737,74,26.5,4.3000001907,6.0999999046,3.9000000954,4.6999998093,4.0999999046,3.4000000954
1645612738,75,25.9999997616,3.9000000954,6.0999999046,4.5999999046,4.1999998093,3.7999999523,3.4000000954
1645612739,76,25.9999997616,3.9000000954,6.0999999046,4.5999999046,4.1999998093,3.7999999523,3.4000000954
